Animal/Plant,Scientific Name,Author,RANK_NAME,REC_ID,Common Name,LISTING,EFFECTIVE_FROM,Change Type,Type of Change,Relevant Listing
Plant,Caryocar costaricense,J.D. Sm.,SPECIES,32014,Costus,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum aculeatum,F.E.L.Miranda & K.G.Lacerda,Species,183783,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum adremedium,D.E.Benn. & Christenson,Species,183832,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum albovirens,Barb.Rodr.,Species,183833,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum aripuanense,Bicalho,Species,183834,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum atratum,Lindl.,Species,183835,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum barbatum,(Lindl.) Lindl.,Species,183836,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum bergoldianum,Foldats,Species,183837,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum bicallosum,Cogn.,Species,183838,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum bicolor,Klotzsch,Species,183839,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum blackii,Pabst,Species,183840,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum boyi,Mansf.,Species,183841,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum brachybulbon,Schltr.,Species,183842,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum buchtienii,Kraenzl.,Species,183843,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum callosum,Lindl.,Species,183844,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum caputinum,da Silva,Species,183845,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum carolinianum,F.E.Miranda & K.G.Lacerda,Species,183846,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum cernuum,(Lindl.) Rchb.f.,Species,183847,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum charlesworthii,(Mansfield) R.Jenny,Species,183848,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum cochabambanum,Dodson & Vasquez,Species,183849,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum collare,Cogn.,Species,183850,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum complanatum,F.E.Miranda & K.G.Lacerda,Species,183851,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum confusum,G.A.Romero,Species,183852,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum coniforme,C.Schweinf.,Species,183853,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum cornutum,Lindl.,Species,183854,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum costatum,Rchb.f.,Species,183855,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum cotylicheilum,D.E.Benn. & Christenson,Species,183856,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum cristatum,Lindl.,Species,183857,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum cucullatum,A.T.Oliveira & da Silva,Species,183858,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum decipiens,Rchb.f.,Species,183859,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum deltoideum,(Lindl.) Mutel,Species,183860,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum denticulatum,Miranda,Species,183861,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum discolor,(Lindl.) Lindl.,Species,183862,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum dunstervillei,G.A.Romero & Carnevali,Species,183863,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum duplicisculatum,Senghas,Species,183864,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum expansum,Rchb.f.,Species,183865,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum faustii,Hort. ex da Silva,Species,183866,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum fernandezii,D.E.Benn. & Christenson,Species,183867,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum ferox,Kraenzl.,Species,183868,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum fimbriatum,(Morren) Lindl. & Paxton,Species,183869,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum franchinianum,K.G.Lacerda,Species,183870,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum fuchsii,Dodson & Vasquez,Species,183871,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum galeatum,K.G.Lacerda,Species,183872,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum galeritum,Rchb.f.,Species,183873,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum garnettianum,Rolfe,Species,183874,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum georgii,Mansf.,Species,183875,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum gladiatorium,K.G.Lacerda,Species,183876,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum globiflorum,Hook.,Species,183877,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum gnomus,Lindl. & Rchb.f.,Species,183878,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum gomezii,G.A.Romero & Carnevali,Species,183879,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum guianense,G.A.Romero & Jenny,Species,183880,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum hillsii,D.E.Benn. & Christenson,Species,183881,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum hookeri,Lindl.,Species,183882,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum huebneri,Schltr.,Species,183883,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum imperiale,L.Lind & Cogn.,Species,183884,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum incurvum,Klotzsch,Species,183885,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum integerrimum,Hook.,Species,183886,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum intermedium,L.C.Menezes & Braem,Species,183887,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum issanenis,Pabst,Species,183888,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum juruense,Hoehne,Species,183889,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum justinianum,Vasquez & Dodson,Species,183890,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum kempfii,Vasquez & Dodson,Species,183891,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum kleberianum,Braga,Species,183892,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum kraenzlinianum,Mansf.,Species,183893,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum laminatum,Lindley,Species,20881,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum lanceanum,Miranda,Species,184299,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum lanciferum,Lindl.,Species,183894,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum lanxiforme,Senghas,Species,183895,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum lemosii,Rolfe,Species,183896,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum lindleyanum,Mansf.,Species,183897,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum linguiferum,Schltr.,Species,183898,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum longifolium,Lindl.,Species,183899,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum longipes,F.E.Miranda & K.G.Lacerda,Species,183900,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum lucis,P.Ortiz & Arango,Species,183901,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum luridum,(Link) Lindl.,Species,177296,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum macrocarpum,Rich. ex Kunth,Species,183902,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum macroglossum,Rchb.f.,Species,82756,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum maculatum,Kunth,Species,183903,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum maranhense,K.G.Lacerda & de Silva,Species,183904,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum maroaense,G.A.Romero & C.Gomez,Species,183905,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum mattogrossense,Bicalho,Species,183906,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum mattosianum,Bicalho,Species,183907,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum meeae,Pabst,Species,183908,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum merchae,G.A.Romero,Species,183909,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum micranthum,Barb.Rodr.,Species,183910,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum microglossum,Rolfe.,Species,82758,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum mocuranum,Schltr.,Species,183911,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum mojuense,A.T.Oliveira & da Silva,Species,183912,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum monzonensis,D.E.Benn. & Christenson,Species,183913,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum moorei,C.Schweinf.,Species,183914,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum multifidum,Miranda,Species,183915,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum multifissum,Senghas,Species,183916,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum nanayanum,Dodson & D.E.Benn.,Species,183917,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum napoense,Dodson,Species,82759,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum naso,Lindl.,Species,183918,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum ochraceum,Lindl.,Species,183919,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum ollare,L.Linden,Species,183920,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum ornithoides,Pabst,Species,183921,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum osculatum,K.G.Lacerda & V.P.Castro,Species,183922,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum parguazense,G.A.Romero & Carnevali,Species,183923,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum pendulum,Dodson,Species,54386,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum peruvianum,Dodson & D.E.Benn.,Species,183924,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum pileatum,Rchb.f.,Species,183925,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum planiceps,Lindl.,Species,183926,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum pleiodactylon,D.E.Benn. & Christenson,Species,183927,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum pohlianum,G.Castro & Campacci,Species,183928,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum polydactylon,Schltr.,Species,183929,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum poriferum,Lindl.,Species,183930,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum pulchrum,N.E.Br.,Species,183931,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum punctatum,Rolfe,Species,183932,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum purum,Nees & Sinning,Species,183933,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum purusense,D.E.Benn. & Christenson,Species,183934,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum pusillum,C.Schwienf.,Species,183935,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum quadridens,Rolfe,Species,183936,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum randii,Rolfe,Species,183937,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum regnellii,Barb.Rodr.,Species,183938,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum reichenbachianum,Mansf.,Species,183939,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum richteri,Bicalho,Species,183940,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum ricii,Vasquez & Dodson,Species,183941,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum rivularium,Barb.Rodr.,Species,183942,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum rolfeanum,Mansf.,Species,183943,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum rondonense,Pabst,Species,183944,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum rooseveltianum,Hoehne,Species,183945,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum roseo-album,(Hook.) Lindl.,Species,183946,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum saccatum,Lindl.,Species,183947,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum samaniegoi,Dodson,Species,183948,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum sanguineum,Lindl. & Paxton,Species,183949,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum schmidtianum,F.E.L.Miranda & K.G.Lacerda,Species,183950,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum schunkei,Dodson & D.E.Benn.,Species,183951,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum schweinfurthii,D.E.Benn. & Christenson,Species,183952,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum semicirculatum,Miranda,Species,183953,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum sodiroi,Schltr.,Species,183954,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum spinosum,(Hook.) Lindl.,Species,183955,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum spitzii,Hoehne,Species,183956,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum stevensonii,Dodson,Species,183957,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum tabulare,Lindl.,Species,183958,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum taguariense,L.C.Menezes & G.J.Braem,Species,183959,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum tapiriceps,Rchb.f.,Species,183960,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum taquariense,"Bicalho, Barros & Moutinho",Species,183961,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum tenebrosum,Kraenzl.,Species,183962,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum tenuiglossum,Senghas,Species,183963,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum thompsonii,Dodson,Species,183964,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum tigrinum,Rchb.f.,Species,183965,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum transversicallosum,D.E.Benn. & Christenson,Species,183966,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum tricorne,P.Ortiz,Species,183967,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum triodon,Rchb.f.,Species,183968,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum trulla,Lindl.,Species,183969,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum tuberculatum,Dodson,Species,183970,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum turbinatum,Hoffmgg. & Heynh.,Species,183971,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum tururuiense,A.T.Oliveira & da Silva,Species,183972,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum uncatum,Rolfe,Species,183973,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum vibritile,(Bass.) Cpm.,Species,183974,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum vinaceum,Hoehne,Species,183975,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum violascens,Rchb.f. & Warz.,Species,183976,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum viridiflavum,Hook.,Species,18511,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum wendlingeri,Foldats,Species,183977,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Catasetum yavitaense,G.A.Romero & C.Gomez,Species,183978,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya aclandiae,Lindl.,Species,12362,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya amethystoglossa,Linden & Rchb.f. ex Warner,Species,12363,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya araguaiensis,Pabst,Species,12364,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya aurantiaca,(Bateman ex Lindl.) P.N.Don.,Species,12365,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya aurea,"(T.Moore, R.Warner & B.S.Williams) Rodigas",Species,9953,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya bicolor,Lindl.,Species,12372,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya bowringiana,O'Brien,Species,20831,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya candida,(Kunth) Lehm.,Species,9982,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya claesiana,Rolfe,Species,12412,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya dayana,Rolfe,Species,12413,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya deckeri,Klotzsch,Species,75702,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya dolosa,(Rchb.f.) Rchb.f.,Species,12414,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya dormaniana,(Rchb.f.) Rchb.f.,Species,12415,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya dowiana,Bateman,Species,12375,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya eldorado,Linden ex Van Houtte,Species,9994,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya elongata,Barb. Rodr.,Species,12377,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya forbesii,Lindl.,Species,12378,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya gaskelliana,(hort. ex N.E.Br.) Withner,Species,12379,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya granulosa,Lindl.,Species,12380,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya guatemalensis,T.Moore,Species,104675,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya guttata,Lindl.,Species,12382,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya hardyana,Hardy ex B.S.Williams,Species,10009,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya harrisoniana,Bateman ex Lindl.,Species,12383,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya intermedia,Graham ex Hook.,Species,12384,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya iricolor,Rchb.f.,Species,12385,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya jenmanii,Rolfe,Species,12386,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya kerrii,F.G.Brieger & Bicalho,Species,10010,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya labiata,Lindl.,Species,12387,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya lawrenceana,Rchb.f.,Species,12388,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya leopoldii,Vershaffelt ex Lem.,Species,10011,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya loddigesii,Lindl.,Species,12390,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya lueddemanniana,Rchb.f.,Species,12391,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya luteola,Lindl.,Species,12392,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Cattleya maxima,Lindl.,Species,12393,,II,23/06/2010,Change in Annotation,ANNOTATION,II
